VSP,Pango_Lineage,Collection_Date,Rationale,Percent_5x_Coverage,Mean_Coverage,GISAID_ID,NCBI_Accession
VSP1027,B.1.1.519,3/8/2021,surveillance,98.8,3176,hCoV-19/USA/VSP1027/2021,MW935669
VSP1029,B.1.1.7,3/8/2021,surveillance,99.7,3248,hCoV-19/USA/VSP1029/2021,MW935670
VSP1031,B.1.1.7,3/8/2021,surveillance,99.7,7549,hCoV-19/USA/VSP1031/2021,MW935671
VSP1033,B.1.1.7,3/8/2021,s drop,95.1,2988,hCoV-19/USA/PA-VSP1033/2021,
VSP1034,B.1.1.7,3/8/2021,s drop,99.7,5231,hCoV-19/USA/PA-VSP1034/2021,OK245783
VSP1035,B.1.1.7,3/8/2021,s drop,99.7,6428,hCoV-19/USA/PA-VSP1035/2021,OK245784
VSP1036,B.1.1.7,3/8/2021,s drop,99.7,6819,hCoV-19/USA/PA-VSP1036/2021,OK245785
VSP1044,B.1.234,3/15/2021,hospitalized,99.7,869,hCoV-19/USA/PA-VSP1044/2021,OK245787
VSP1045,B.1.311,3/17/2021,hospitalized,99.6,2672,hCoV-19/USA/PA-VSP1045/2021,OK245788
VSP1048,B.1.311,3/17/2021,asymptomatic,99.7,1442,hCoV-19/USA/PA-VSP1048/2021,OK245789
VSP1050,B.1.526,3/17/2021,asymptomatic,99.7,3926,hCoV-19/USA/PA-VSP1050/2021,OK245790
VSP1053,B.1.2,3/17/2021,asymptomatic,99.7,1771,hCoV-19/USA/PA-VSP1053/2021,OK245791
VSP1058,B.1.1.7,3/17/2021,asymptomatic,99.7,5137,hCoV-19/USA/PA-VSP1058/2021,OK245792
VSP1059,B.1.396,3/17/2021,asymptomatic,99.7,4519,hCoV-19/USA/PA-VSP1059/2021,OK245793
VSP1060,B.1.2,3/17/2021,asymptomatic,99.7,4489,hCoV-19/USA/PA-VSP1060/2021,OK245794
VSP1068,B.1.1.7,3/15/2021,s drop,99.7,5997,hCoV-19/USA/PA-VSP1068/2021,OK245795
VSP1069,B.1.1.7,3/15/2021,s drop,99.7,5138,hCoV-19/USA/PA-VSP1069/2021,OK245796
VSP1070,B.1.1.7,3/15/2021,s drop,99.7,995,hCoV-19/USA/PA-VSP1070/2021,OK245797
VSP1072,B.1.1.7,3/15/2021,vaccine breakthrough,99.7,5149,hCoV-19/USA/PA-VSP1072/2021,OK245798
VSP1073,B.1.1.7,3/15/2021,s drop,99.1,5430,hCoV-19/USA/PA-VSP1073/2021,OK245799
VSP1074,B.1.1.7,3/15/2021,s drop,99.7,5258,hCoV-19/USA/PA-VSP1074/2021,OK245800
VSP1075,B.1.1.7,3/15/2021,s drop,97,6252,hCoV-19/USA/NJ-VSP1075/2021,
VSP1076,B.1.1.7,3/15/2021,s drop,99.7,4127,hCoV-19/USA/PA-VSP1076/2021,OK245801
VSP1078,B.1.1.7,3/15/2021,s drop,99.7,4493,hCoV-19/USA/PA-VSP1078/2021,OK245802
VSP1080,B.1.1.7,3/15/2021,s drop,99.7,7527,hCoV-19/USA/PA-VSP1080/2021,OK245803
VSP1081,B.1.1.7,3/15/2021,s drop,99.7,3837,hCoV-19/USA/PA-VSP1081/2021,OK245804
VSP1083,B.1.1.7,3/15/2021,vaccine breakthrough,99.7,11797,hCoV-19/USA/NJ-VSP1083/2021,OK245805
VSP1084,B.1.1.7,3/15/2021,s drop,99.4,3852,hCoV-19/USA/PA-VSP1084/2021,OK245806
VSP1085,B.1.1.7,3/15/2021,s drop,99.4,3877,hCoV-19/USA/PA-VSP1085/2021,OK245807
VSP1086,B.1.596,3/15/2021,surveillance,99.7,4943,hCoV-19/USA/VSP1086/2021,MW935672
VSP1088,B.1.1.519,3/15/2021,surveillance,99.7,4171,hCoV-19/USA/VSP1088/2021,MW935673
VSP1090,B.1.575,3/15/2021,surveillance,96.1,4413,hCoV-19/USA/VSP1090/2021,
VSP1092,B.1.526,3/15/2021,surveillance,99.7,3664,hCoV-19/USA/VSP1092/2021,MW935674
VSP1093,B.1.351,3/15/2021,surveillance,98.7,4825,hCoV-19/USA/VSP1093/2021,OK245808
VSP1094,B.1.1.7,3/15/2021,surveillance,99.7,3530,hCoV-19/USA/VSP1094/2021,MW935675
VSP1095,B.1.1.7,3/15/2021,surveillance,99.7,5023,hCoV-19/USA/VSP1095/2021,MW935676
VSP1096,B.1.1.7,3/15/2021,surveillance,98.3,3767,hCoV-19/USA/VSP1096/2021,MW935677
VSP1097,B.1.243,3/15/2021,surveillance,99.7,4336,hCoV-19/USA/VSP1097/2021,MW935678
VSP1099,B.1.588,3/15/2021,surveillance,99,5803,hCoV-19/USA/VSP1099/2021,MW935679
VSP1100,B.1.234,3/15/2021,surveillance,99.7,4554,hCoV-19/USA/VSP1100/2021,MW935680
VSP1101,B.1.526,3/15/2021,surveillance,99.7,6143,hCoV-19/USA/VSP1101/2021,MW935681
VSP1102,B.1.526,3/15/2021,surveillance,99.7,4188,hCoV-19/USA/VSP1102/2021,MW935682
VSP1103,B.1.2,3/15/2021,surveillance,99.7,3754,hCoV-19/USA/VSP1103/2021,MW935683
VSP1104,B.1.526,3/15/2021,surveillance,99.7,4193,hCoV-19/USA/VSP1104/2021,MW935684
VSP1105,B.1.526,3/15/2021,surveillance,99.7,464,hCoV-19/USA/VSP1105/2021,MW935685
VSP1106,B.1.637,3/15/2021,surveillance,95.8,100,hCoV-19/USA/VSP1106/2021,MW935686
VSP1107,B.1.1.7,3/15/2021,surveillance,95.6,27,hCoV-19/USA/VSP1107/2021,MW935687
VSP1108,B.1.526,3/15/2021,surveillance,99.7,3405,hCoV-19/USA/VSP1108/2021,MW935688
VSP1110,B.1.1.7,3/15/2021,surveillance,99.7,642,hCoV-19/USA/VSP1110/2021,MW935689
VSP1111,B.1.1.7,3/15/2021,surveillance,99.7,2585,hCoV-19/USA/VSP1111/2021,MW935690
VSP1112,R.1,3/15/2021,surveillance,98,229,hCoV-19/USA/VSP1112/2021,MW935691
VSP1113,B.1.110.3,3/15/2021,surveillance,98.2,271,hCoV-19/USA/VSP1113/2021,MW935692
VSP1114,R.1,3/15/2021,surveillance,99.7,4750,hCoV-19/USA/VSP1114/2021,MW935693
VSP1115,B.1.2,3/15/2021,surveillance,99.7,5675,hCoV-19/USA/VSP1115/2021,MW935694
VSP1116,B.1.2,3/15/2021,surveillance,99.7,3010,hCoV-19/USA/VSP1116/2021,MW935695
VSP1117,B.1.2,3/15/2021,surveillance,99.7,4771,hCoV-19/USA/VSP1117/2021,MW935696
VSP1118,B.1.575,3/15/2021,surveillance,98.2,1761,hCoV-19/USA/VSP1118/2021,MW935697
VSP1119,B.1.243,3/15/2021,surveillance,99.7,7447,hCoV-19/USA/VSP1119/2021,MW935698
VSP1120,B.1.2,3/15/2021,surveillance,99.7,7320,hCoV-19/USA/VSP1120/2021,MW935699
VSP1121,B.1.2,3/15/2021,surveillance,99.7,8636,hCoV-19/USA/VSP1121/2021,MW935700
VSP1122,B.1.526,3/15/2021,surveillance,99.7,6147,hCoV-19/USA/VSP1122/2021,MW935701
VSP1123,R.1,3/15/2021,surveillance,99.7,6818,hCoV-19/USA/VSP1123/2021,MW935702
VSP1124,B.1.575,3/15/2021,surveillance,99.7,6960,hCoV-19/USA/VSP1124/2021,MW935703
VSP1126,B.1.110.3,3/15/2021,surveillance,99.7,7232,hCoV-19/USA/VSP1126/2021,MW935704
VSP1127,R.1,3/15/2021,surveillance,99.7,6500,hCoV-19/USA/VSP1127/2021,MW935705
VSP1128,B.1.433,3/15/2021,surveillance,99.7,5817,hCoV-19/USA/VSP1128/2021,MW935706
VSP1129,B.1.575,3/15/2021,surveillance,99.7,6548,hCoV-19/USA/VSP1129/2021,MW935707
VSP1130,B.1.575,3/15/2021,surveillance,99.7,8157,hCoV-19/USA/VSP1130/2021,OK245809
VSP1131,B.1.637,3/15/2021,surveillance,99.7,7199,hCoV-19/USA/VSP1131/2021,MW935708
VSP1132,B.1.2,3/15/2021,surveillance,99.7,8899,hCoV-19/USA/VSP1132/2021,MW935709
VSP1133,R.1,3/15/2021,surveillance,99.7,5946,hCoV-19/USA/VSP1133/2021,MW935710
VSP1134,B.1.243,3/15/2021,surveillance,99.7,5174,hCoV-19/USA/VSP1134/2021,MW935711
VSP1135,B.1.240,3/15/2021,surveillance,99.7,8171,hCoV-19/USA/VSP1135/2021,MW935712
VSP1136,B.1.526,3/15/2021,surveillance,99.7,7438,hCoV-19/USA/VSP1136/2021,MW935713
VSP1137,B.1.2,3/15/2021,surveillance,99.7,7316,hCoV-19/USA/VSP1137/2021,MW935714
VSP1138,B.1.1.7,3/15/2021,vaccine breakthrough,99.7,6398,hCoV-19/USA/VSP1138/2021,OK245810
VSP1139,B.1.1.7,3/15/2021,surveillance,99.7,5940,hCoV-19/USA/VSP1139/2021,MW935715
VSP1140,R.1,3/15/2021,surveillance,99.1,4612,hCoV-19/USA/VSP1140/2021,MW935716
VSP1141,B.1.575,3/15/2021,surveillance,99.7,6592,hCoV-19/USA/VSP1141/2021,MW935717
VSP1142,B.1.2,3/15/2021,surveillance,99.7,8844,hCoV-19/USA/VSP1142/2021,MW935718
VSP1143,B.1.2,3/15/2021,surveillance,99.7,7059,hCoV-19/USA/VSP1143/2021,MW935719
VSP1144,B.1.2,3/15/2021,surveillance,99.7,5322,hCoV-19/USA/VSP1144/2021,MW935720
VSP1145,B.1.575,3/15/2021,surveillance,99.2,7279,hCoV-19/USA/VSP1145/2021,MW935721
VSP1146,R.1,3/15/2021,surveillance,99.1,3967,hCoV-19/USA/VSP1146/2021,MW935722
VSP1147,B.1.311,3/15/2021,surveillance,99.7,8133,hCoV-19/USA/VSP1147/2021,MW935723
VSP1149,B.1.243,3/15/2021,surveillance,99.7,7596,hCoV-19/USA/VSP1149/2021,MW935724
VSP1150,B.1.637,3/15/2021,surveillance,99.7,6363,hCoV-19/USA/VSP1150/2021,OK245811
VSP1151,B.1.2,3/15/2021,surveillance,99.7,6088,hCoV-19/USA/VSP1151/2021,MW935725
VSP1153,R.1,3/15/2021,surveillance,99.7,5946,hCoV-19/USA/VSP1153/2021,MW935726
VSP1154,B.1.1.7,3/15/2021,surveillance,99.7,8266,hCoV-19/USA/VSP1154/2021,MW935727
VSP1155,B.1.2,3/15/2021,surveillance,99.7,7425,hCoV-19/USA/VSP1155/2021,MW935728
VSP1156,B.1.2,3/15/2021,surveillance,99.7,8822,hCoV-19/USA/VSP1156/2021,MW935729
VSP1157,B.1.2,3/15/2021,surveillance,98.4,4086,hCoV-19/USA/VSP1157/2021,MW935730
VSP1158,B.1.2,3/15/2021,surveillance,99.7,7266,hCoV-19/USA/VSP1158/2021,MW935731
VSP1159,B.1.2,3/15/2021,surveillance,99.1,6003,hCoV-19/USA/VSP1159/2021,MW935732
VSP1160,B.1.2,3/15/2021,surveillance,99.7,5299,hCoV-19/USA/VSP1160/2021,MW935733
VSP1161,R.1,3/15/2021,surveillance,99.7,6677,hCoV-19/USA/VSP1161/2021,MW935734
VSP1162,B.1.1.7,3/15/2021,surveillance,99.7,7591,hCoV-19/USA/VSP1162/2021,MW935735
VSP1164,B.1.1.7,3/15/2021,surveillance,99.7,7664,hCoV-19/USA/VSP1164/2021,MW935736
VSP1165,B.1.2,3/15/2021,surveillance,95.1,54,hCoV-19/USA/PA-VSP1165/2021,OK245812
VSP1166,B.1.1.7,3/15/2021,surveillance,98.6,170,hCoV-19/USA/PA-VSP1166/2021,OK245813
VSP1167,B.1.637,3/15/2021,surveillance,98.4,144,hCoV-19/USA/PA-VSP1167/2021,OK245814
VSP1168,B.1.2,3/15/2021,surveillance,98.3,130,hCoV-19/USA/PA-VSP1168/2021,OK245815
VSP1172,B.1.311,3/15/2021,surveillance,98.9,168,hCoV-19/USA/PA-VSP1172/2021,OK245816
VSP1173,B.1.1.7,3/15/2021,surveillance,97.3,59,hCoV-19/USA/PA-VSP1173/2021,OK245817
VSP1174,B.1.243,3/15/2021,surveillance,99,188,hCoV-19/USA/PA-VSP1174/2021,OK245818
VSP1175,R.1,3/15/2021,surveillance,99.4,186,hCoV-19/USA/PA-VSP1175/2021,OK245819
VSP1176,B.1.1.519,3/15/2021,surveillance,98.8,169,hCoV-19/USA/PA-VSP1176/2021,OK245820
VSP1177,B.1.526,3/15/2021,surveillance,97.3,176,hCoV-19/USA/PA-VSP1177/2021,OK245821
VSP1178,B.1.526,3/15/2021,surveillance,95.9,193,hCoV-19/USA/PA-VSP1178/2021,OK245822
VSP1180,B.1.2,3/15/2021,surveillance,98.9,156,hCoV-19/USA/NJ-VSP1180/2021,OK245823
VSP1181,B.1.526,3/15/2021,surveillance,99.3,164,hCoV-19/USA/PA-VSP1181/2021,OK245824
VSP1182,B.1.526,3/15/2021,surveillance,97.8,133,hCoV-19/USA/PA-VSP1182/2021,OK245825
VSP1184,B.1.243,3/15/2021,surveillance,97.7,180,hCoV-19/USA/PA-VSP1184/2021,OK245826
VSP1186,B.1.596,3/15/2021,surveillance,99,176,hCoV-19/USA/NJ-VSP1186/2021,OK245827
VSP1188,B.1.526,3/15/2021,surveillance,99,197,hCoV-19/USA/PA-VSP1188/2021,OK245828
VSP1189,B.1.588,3/15/2021,surveillance,98.2,216,hCoV-19/USA/PA-VSP1189/2021,OK245829
VSP1190,B.1.2,3/15/2021,surveillance,98.9,185,hCoV-19/USA/PA-VSP1190/2021,OK245830
VSP1191,B.1.243,3/15/2021,surveillance,97.9,137,hCoV-19/USA/PA-VSP1191/2021,OK245831
VSP1192,B.1.243,3/15/2021,surveillance,98.2,166,hCoV-19/USA/PA-VSP1192/2021,OK245832
VSP1193,B.1.575,3/15/2021,surveillance,98.1,201,hCoV-19/USA/PA-VSP1193/2021,OK245833
VSP1194,B.1.526,3/15/2021,surveillance,99.6,436,hCoV-19/USA/PA-VSP1194/2021,OK245834
VSP1195,B.1.575,3/15/2021,surveillance,98.7,186,hCoV-19/USA/PA-VSP1195/2021,
VSP1196,B.1.526,3/15/2021,surveillance,96.5,222,hCoV-19/USA/PA-VSP1196/2021,OK245835
VSP1197,B.1.596,3/15/2021,surveillance,98.7,183,hCoV-19/USA/PA-VSP1197/2021,OK245836
VSP1198,B.1.2,3/15/2021,surveillance,99.2,176,hCoV-19/USA/NJ-VSP1198/2021,OK245837
VSP1199,B.1.361,3/15/2021,surveillance,99,226,hCoV-19/USA/PA-VSP1199/2021,OK245838
VSP1200,B.1.1.348,3/15/2021,surveillance,98.3,163,hCoV-19/USA/PA-VSP1200/2021,OK245839
VSP1202,B.1.526,3/15/2021,surveillance,99.5,242,hCoV-19/USA/PA-VSP1202/2021,OK245840
VSP1203,B.1.526,3/15/2021,surveillance,99.7,1069,hCoV-19/USA/NJ-VSP1203/2021,OK245841
VSP1204,B.1.234,3/15/2021,surveillance,98.7,166,hCoV-19/USA/PA-VSP1204/2021,OK245842
VSP1205,B.1.1.192,3/15/2021,surveillance,99.7,1638,hCoV-19/USA/PA-VSP1205/2021,OK245843
VSP1207,B.1.526,3/15/2021,surveillance,99.7,292,hCoV-19/USA/PA-VSP1207/2021,OK245844
VSP1212,B.1.1.7,3/22/2021,hospitalized,99.1,2009,hCoV-19/USA/PA-VSP1212/2021,OK245845
VSP1217,R.1,3/22/2021,vaccine breakthrough,99.7,8860,hCoV-19/USA/PA-VSP1217/2021,OK245846
VSP1218,B.1.1.7,3/22/2021,s drop,99.6,346,hCoV-19/USA/NJ-VSP1218/2021,OK245847
VSP1220,B.1.243,3/22/2021,vaccine breakthrough,99.7,3222,hCoV-19/USA/PA-VSP1220/2021,OK245848
VSP1221,B.1.637,3/22/2021,vaccine breakthrough,99.7,4107,hCoV-19/USA/NJ-VSP1221/2021,OK245849
VSP1222,B.1.1.7,3/22/2021,s drop,99.7,4414,hCoV-19/USA/PA-VSP1222/2021,OK245850
VSP1223,B.1.1.7,3/22/2021,s drop,99.7,897,hCoV-19/USA/PA-VSP1223/2021,OK245851
VSP1224,B.1.1.7,3/22/2021,s drop,99.7,4065,hCoV-19/USA/PA-VSP1224/2021,OK245852
VSP1225,B.1.1.434,3/22/2021,s drop,99,375,hCoV-19/USA/PA-VSP1225/2021,
VSP1226,B.1.1.7,3/22/2021,s drop,99.7,1858,hCoV-19/USA/PA-VSP1226/2021,OK245853
VSP1227,B.1.1.7,3/22/2021,s drop,99.7,3360,hCoV-19/USA/PA-VSP1227/2021,OK245854
VSP1228,B.1.1.7,3/22/2021,s drop,99.7,4800,hCoV-19/USA/PA-VSP1228/2021,OK245855
VSP1229,B.1.1.7,3/22/2021,s drop,99.7,3156,hCoV-19/USA/PA-VSP1229/2021,OK245856
VSP1230,B.1.1.7,3/22/2021,s drop,99.7,3427,hCoV-19/USA/PA-VSP1230/2021,OK245857
VSP1231,B.1.1.7,3/22/2021,s drop,99.7,4394,hCoV-19/USA/PA-VSP1231/2021,OK245858
VSP1232,B.1.1.7,3/22/2021,s drop,99.7,5754,hCoV-19/USA/PA-VSP1232/2021,OK245859
VSP1233,B.1.1.7,3/22/2021,s drop,99.7,5852,hCoV-19/USA/PA-VSP1233/2021,OK245860
VSP1236,B.1.1.7,3/22/2021,s drop,99.7,1716,hCoV-19/USA/NJ-VSP1236/2021,OK245861
VSP1237,B.1.1.7,3/22/2021,s drop,99.7,664,hCoV-19/USA/PA-VSP1237/2021,OK245862
VSP1238,B.1.1.7,3/22/2021,s drop,99.7,817,hCoV-19/USA/PA-VSP1238/2021,OK245863
VSP1239,B.1.234,3/22/2021,vaccine breakthrough,99.7,1036,hCoV-19/USA/PA-VSP1239/2021,OK245864
VSP1240,B.1.1.7,3/22/2021,s drop,99.7,5983,hCoV-19/USA/PA-VSP1240/2021,OK245865
VSP1241,B.1.1.7,3/22/2021,s drop,99.7,2877,hCoV-19/USA/PA-VSP1241/2021,OK245866
VSP1242,B.1.1.7,3/22/2021,s drop,99.7,4221,hCoV-19/USA/PA-VSP1242/2021,OK245867
VSP1243,B.1.1.7,3/22/2021,s drop,99.7,5325,hCoV-19/USA/PA-VSP1243/2021,OK245868
VSP1244,B.1.1.7,3/22/2021,s drop,99.7,4531,hCoV-19/USA/NY-VSP1244/2021,OK245869
VSP1245,B.1.1.7,3/22/2021,s drop,99.7,3093,hCoV-19/USA/PA-VSP1245/2021,OK245870
VSP1246,B.1.1.7,3/22/2021,s drop,99.7,1231,hCoV-19/USA/PA-VSP1246/2021,OK245871
VSP1247,B.1.1.7,3/22/2021,s drop,99.7,4471,hCoV-19/USA/PA-VSP1247/2021,OK245872
VSP1248,B.1.1.7,3/22/2021,s drop,99.7,5199,hCoV-19/USA/PA-VSP1248/2021,OK245873
VSP1249,B.1.1.7,3/22/2021,s drop,99.7,2436,hCoV-19/USA/PA-VSP1249/2021,
VSP1250,B.1.1.7,3/22/2021,s drop,99.7,2495,hCoV-19/USA/PA-VSP1250/2021,OK245874
VSP1251,B.1.1.7,3/22/2021,s drop,99.7,3774,hCoV-19/USA/PA-VSP1251/2021,OK245875
VSP1252,B.1.1.7,3/22/2021,s drop,99.7,3445,hCoV-19/USA/PA-VSP1252/2021,OK245876
VSP1253,B.1.1.7,3/22/2021,s drop,99.7,3011,hCoV-19/USA/PA-VSP1253/2021,OK245877
VSP1254,B.1.1.7,3/22/2021,s drop,99.7,4854,hCoV-19/USA/PA-VSP1254/2021,OK245878
VSP1255,B.1.1.7,3/22/2021,s drop,99.7,2804,hCoV-19/USA/PA-VSP1255/2021,OK245879
VSP1256,B.1.1.7,3/22/2021,s drop,99.7,5849,hCoV-19/USA/PA-VSP1256/2021,OK245880
VSP1257,B.1.1.7,3/22/2021,s drop,99.7,3615,hCoV-19/USA/PA-VSP1257/2021,OK245881
VSP1258,B.1.1.7,3/22/2021,s drop,99.7,5094,hCoV-19/USA/PA-VSP1258/2021,OK245882
VSP1259,B.1.1.7,3/22/2021,s drop,99.7,5721,hCoV-19/USA/NJ-VSP1259/2021,OK245883
VSP1260,B.1.1.7,3/22/2021,s drop,99.7,4153,hCoV-19/USA/PA-VSP1260/2021,OK245884
VSP1262,B.1.1.7,3/22/2021,s drop,99.7,1016,hCoV-19/USA/PA-VSP1262/2021,OK245885
VSP1263,B.1.1.7,3/22/2021,s drop,99.7,1247,hCoV-19/USA/NJ-VSP1263/2021,OK245886
VSP1267,None,3/22/2021,s drop,97.4,804,hCoV-19/USA/PA-VSP1267/2021,
VSP1268,B.1.1.7,3/22/2021,s drop,99.7,4764,hCoV-19/USA/PA-VSP1268/2021,OK245887
VSP1269,B.1.1.7,3/22/2021,s drop,99.7,4746,hCoV-19/USA/PA-VSP1269/2021,OK245888
VSP1270,B.1.1.7,3/22/2021,surveillance,99.7,3794,hCoV-19/USA/PA-VSP1270/2021,OK245889
VSP1271,B.1.1.7,3/22/2021,surveillance,99.7,4761,hCoV-19/USA/PA-VSP1271/2021,OK245890
VSP1272,B.1.526,3/22/2021,surveillance,99.7,4227,hCoV-19/USA/PA-VSP1272/2021,OK245891
VSP1273,B.1.526,3/22/2021,surveillance,99.7,5308,hCoV-19/USA/PA-VSP1273/2021,OK245892
VSP1274,B.1.575,3/22/2021,surveillance,99.7,5590,hCoV-19/USA/PA-VSP1274/2021,OK245893
VSP1275,B.1.575,3/22/2021,surveillance,99,258,hCoV-19/USA/PA-VSP1275/2021,OK245894
VSP1276,B.1.1.334,3/22/2021,surveillance,99.7,2204,hCoV-19/USA/PA-VSP1276/2021,OK245895
VSP1277,B.1.1.519,3/22/2021,surveillance,99.7,5276,hCoV-19/USA/PA-VSP1277/2021,OK245896
VSP1279,B.1.429,3/22/2021,surveillance,99.7,3928,hCoV-19/USA/GA-VSP1279/2021,OK245897
VSP1280,B.1.2,3/22/2021,surveillance,99.7,3925,hCoV-19/USA/PA-VSP1280/2021,OK245898
VSP1281,B.1.1.7,3/22/2021,surveillance,99.7,3771,hCoV-19/USA/PA-VSP1281/2021,OK245899
VSP1283,B.1.1.7,3/22/2021,surveillance,99.7,3765,hCoV-19/USA/PA-VSP1283/2021,OK245900
VSP1284,B.1.1.7,3/22/2021,surveillance,99.7,4935,hCoV-19/USA/PA-VSP1284/2021,OK245901
VSP1285,B.1.1.7,3/22/2021,surveillance,99.7,3643,hCoV-19/USA/PA-VSP1285/2021,OK245902
VSP1286,B.1.2,3/22/2021,surveillance,99.7,2790,hCoV-19/USA/PA-VSP1286/2021,OK245903
VSP1287,B.1.526,3/22/2021,surveillance,99.7,2501,hCoV-19/USA/PA-VSP1287/2021,OK245904
VSP1288,B.1.2,3/22/2021,surveillance,99.7,5964,hCoV-19/USA/PA-VSP1288/2021,OK245905
VSP1289,B.1.243,3/22/2021,surveillance,99.7,4793,hCoV-19/USA/PA-VSP1289/2021,OK245906
VSP1290,B.1.243,3/22/2021,surveillance,99.7,6544,hCoV-19/USA/PA-VSP1290/2021,OK245907
VSP1291,B.1.526,3/22/2021,surveillance,99.7,4139,hCoV-19/USA/PA-VSP1291/2021,OK245908
VSP1292,B.1.2,3/22/2021,surveillance,99.7,3825,hCoV-19/USA/PA-VSP1292/2021,OK245909
VSP1293,B.1.1.7,3/22/2021,surveillance,99.7,4358,hCoV-19/USA/PA-VSP1293/2021,OK245910
VSP1294,B.1.243,3/22/2021,surveillance,99.7,3432,hCoV-19/USA/PR-VSP1294/2021,OK245911
VSP1295,B.1.1.7,3/22/2021,surveillance,99.7,4988,hCoV-19/USA/PA-VSP1295/2021,OK245912
VSP1297,B.1.2,3/22/2021,surveillance,99.7,3174,hCoV-19/USA/PA-VSP1297/2021,OK245913
VSP1298,B.1.1.265,3/22/2021,surveillance,98.3,5608,hCoV-19/USA/PA-VSP1298/2021,OK245914
VSP1299,R.1,3/22/2021,surveillance,99.6,4017,hCoV-19/USA/PA-VSP1299/2021,OK245915
VSP1300,B.1.1.231,3/22/2021,surveillance,99.7,5384,hCoV-19/USA/PA-VSP1300/2021,OK245916
VSP1301,B.1.1.7,3/22/2021,surveillance,99.7,7847,hCoV-19/USA/PA-VSP1301/2021,OK245917
VSP1302,B.1.2,3/22/2021,surveillance,99.7,2855,hCoV-19/USA/PA-VSP1302/2021,OK245918
VSP1303,R.1,3/22/2021,surveillance,99.7,1505,hCoV-19/USA/PA-VSP1303/2021,OK245919
VSP1304,B.1.2,3/22/2021,surveillance,99.7,4856,hCoV-19/USA/PA-VSP1304/2021,OK245920
VSP1306,B.1.575,3/22/2021,surveillance,99.7,6797,hCoV-19/USA/PA-VSP1306/2021,OK245921
VSP1307,B.1.110.3,3/22/2021,surveillance,99.7,6233,hCoV-19/USA/PA-VSP1307/2021,OK245922
VSP1308,B.1.2,3/22/2021,surveillance,99.7,7065,hCoV-19/USA/PA-VSP1308/2021,OK245923
VSP1309,B.1.243,3/22/2021,surveillance,99.7,5990,hCoV-19/USA/VSP1309/2021,MW935737
VSP1310,B.1.2,3/22/2021,surveillance,98.4,2272,hCoV-19/USA/VSP1310/2021,MW935738
VSP1311,B.1.2,3/22/2021,surveillance,99.7,5440,hCoV-19/USA/VSP1311/2021,MW935739
VSP1312,R.1,3/22/2021,surveillance,99.7,3733,hCoV-19/USA/VSP1312/2021,MW935740
VSP1313,R.1,3/22/2021,surveillance,99.7,5949,hCoV-19/USA/VSP1313/2021,MW935741
VSP1314,B.1.110.3,3/22/2021,surveillance,99.7,5028,hCoV-19/USA/VSP1314/2021,MW935742
VSP1315,B.1.311,3/22/2021,surveillance,99.7,4550,hCoV-19/USA/VSP1315/2021,MW935743
VSP1316,B.1.526,3/22/2021,surveillance,99.7,4039,hCoV-19/USA/VSP1316/2021,MW935744
VSP1317,B.1.2,3/22/2021,surveillance,99.7,4280,hCoV-19/USA/VSP1317/2021,MW935745
VSP1318,B.1.2,3/22/2021,surveillance,99.7,3494,hCoV-19/USA/VSP1318/2021,MW935746
VSP1320,B.1.2,3/22/2021,surveillance,98.3,3144,hCoV-19/USA/VSP1320/2021,MW935747
VSP1321,B.1.2,3/22/2021,surveillance,99.4,3896,hCoV-19/USA/VSP1321/2021,MW935748
VSP1324,B.1.526,3/22/2021,surveillance,99.7,4229,hCoV-19/USA/VSP1324/2021,MW935749
VSP1325,B.1.526,3/22/2021,surveillance,99.4,5083,hCoV-19/USA/VSP1325/2021,MW935750
VSP1327,B.1.2,3/22/2021,surveillance,99.7,3359,hCoV-19/USA/VSP1327/2021,MW935751
VSP1328,B.1.2,3/22/2021,surveillance,99.1,4561,hCoV-19/USA/VSP1328/2021,MW935752
VSP1330,B.1.2,3/22/2021,surveillance,99.7,4926,hCoV-19/USA/VSP1330/2021,MW935753
VSP1331,B.1.2,3/22/2021,surveillance,99.7,4968,hCoV-19/USA/VSP1331/2021,MW935754
VSP1332,B.1.2,3/22/2021,surveillance,99.1,3097,hCoV-19/USA/VSP1332/2021,MW935755
VSP1334,B.1.1.7,3/22/2021,surveillance,99.7,4665,hCoV-19/USA/VSP1334/2021,MW935756
VSP1335,B.1.2,3/22/2021,surveillance,99.7,4305,hCoV-19/USA/VSP1335/2021,MW935757
VSP1337,B.1.1.7,3/22/2021,surveillance,99.7,4358,hCoV-19/USA/VSP1337/2021,MW935758
VSP1338,B.1.1.7,3/22/2021,surveillance,99.7,4526,hCoV-19/USA/VSP1338/2021,MW935759
VSP1339,B.1.1.7,3/22/2021,surveillance,99.1,3180,hCoV-19/USA/VSP1339/2021,MW935760
VSP1340,B.1.1.7,3/22/2021,surveillance,99.7,4947,hCoV-19/USA/VSP1340/2021,MW935761
VSP1341,B.1.637,3/22/2021,surveillance,99.7,5606,hCoV-19/USA/VSP1341/2021,MW935762
VSP1342,B.1.575,3/22/2021,surveillance,99.6,3496,hCoV-19/USA/VSP1342/2021,MW935763
VSP1343,B.1.243,3/22/2021,surveillance,99.1,3898,hCoV-19/USA/VSP1343/2021,MW935764
VSP1344,B.1.2,3/22/2021,surveillance,99.1,3841,hCoV-19/USA/VSP1344/2021,MW935765
